Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
3/20/2023,9:33 AM PDT,370827,Jamie Cassels Centre,0,A019,Repair,Flooding,Closed,3- Routine,Plumbing,04-03-2023 08:44,Not really a ''flood'' per se. There is a small puddle just inside the doors of the main electrical room for JCC. Water seems to be dripping from the ceiling.,Self-Service,,05-01-2023 09:33,0.5,GEN_MAINT,04-03-2023 08:44,Updated
4/17/2023,10:58 AM PDT,373540,Jamie Cassels Centre,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,4/20/2023 10:10 AM,We have a light out over the stage and a few hallway lights out too.,Self-Service,,5/29/2023 10:58 AM,5,GEN_MAINT,4/20/2023 10:10:00 AM,Updated
4/26/2023,12:51 PM PDT,374060,Jamie Cassels Centre,2,B276,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,4/27/2023 1:54 PM,"One of the sinks in the Women's Washroom Backstage (Second Floor) is ''Leaking Water Everywhere''. There is no obvious shut off ... Please fix ASAP, Client in-venue, performers need use of that washroom.",Self-Service,,06-07-2023 12:51,1.5,GEN_MAINT,4/27/2023 1:54:00 PM,Updated
5/17/2023,4:43 PM PDT,376434,Jamie Cassels Centre,_General,_General,Repair,Lighting,Open,3- Routine,Electrical - Lighting,,"We have a couple PAR56's that are out over the main floor audience chamber and need replacement. Not bad timing ... the 12, LED PAR56's that were ordered are showing up as ''delivered'' via the tracking number.",Self-Service,,6/29/2023 7:30 AM,0,GEN_MAINT,,
06-06-2023,9:14 AM PDT,379009,Jamie Cassels Centre,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,06-12-2023 09:54,"Door Mechanism Repair ... JCC B101 to/from B101E (Fourth single door from the coat check - just to the right of the Transit Pass kiosk): Does not hold open. It is clicking like it wants to hold open, but doesn't.   ...and... JCC B101E to/from B144 (Single door to/from the audience chamber - right next to B141) has started to slam rather than gently (& quietly close). Please, please, pretty please can we get those repaired before Convocation starts up next Monday? Thank you. ",Self-Service,,7/18/2023 9:14 AM,5,GEN_MAINT,06-06-2023 15:44,WORK COMPLETE
06-08-2023,12:50 PM PDT,379152,Jamie Cassels Centre,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Electrical,06-08-2023 13:00,"Door Mechanism Repair     Parent     Carpentry 379009  ... JCC B101 to/from B101E (Fourth single door from the coat check - just to the right of the Transit Pass kiosk): Does not hold open. It is clicking like it wants to hold open, but doesn't.   ...and... JCC B101E to/from B144 (Single door to/from the audience chamber - right next to B141) has started to slam rather than gently (and quietly close). Please, please, pretty please can we get those repaired before Convocation starts up next Monday? Thank you.     Electrical   Greg to assist as needed.  ",Self-Service,,7/20/2023 12:50 PM,1,GEN_MAINT,06-08-2023 13:00,Status has been changed to ''Closed''.
06-08-2023,12:51 PM PDT,379153,Jamie Cassels Centre,1,_General,Repair,Doors / Locks / Keys,Closed - Admin,3- Routine,ADMIN,07-05-2023 12:03,"Door Mechanism Repair     Parent     Carpentry 379009  ... JCC B101 to/from B101E (Fourth single door from the coat check - just to the right of the Transit Pass kiosk): Does not hold open. It is clicking like it wants to hold open, but doesn't.   ...and... JCC B101E to/from B144 (Single door to/from the audience chamber - right next to B141) has started to slam rather than gently (and quietly close). Please, please, pretty please can we get those repaired before Convocation starts up next Monday? Thank you.     Electrical 379152  Greg to assist as needed.  ",Self-Service,,7/20/2023 12:51 PM,0,GEN_MAINT,07-05-2023 12:03,Closed following child W/O completion
06-08-2023,12:51 PM PDT,379154,Jamie Cassels Centre,2,B201D,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,06-09-2023 14:16,"The ''Choir Ramp Doors'' have historically have been of concern regarding their function (ability to open, close, be lock, be unlocked). As just reported to me, in recent times it can take a stiff shoulder check to get them to open (not something one would expect from doors with a red ''Exit'' sign) and getting them unlocked or locked has become an increasing challenge. Help please.",Self-Service,,7/20/2023 12:51 PM,3,GEN_MAINT,06-09-2023 14:16,WORK COMPLETE
06-09-2023,1:27 PM PDT,379233,Jamie Cassels Centre,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,06-12-2023 08:07,We have a PAR56 that needs replacing over the audience chamber. Monday morning is fine (before first Convocation Ceremony).,Self-Service,,7/21/2023 1:27 PM,2.5,GEN_MAINT,06-12-2023 08:07,Updated
6/19/2023,8:49 AM PDT,379636,Jamie Cassels Centre,1,B145,Repair,Other,Closed,3- Routine,Plumbing,07-05-2023 07:17,The stage and backstage (main floor) are experiencing a smell that can only be described as a combination of dead rat & poop. The started a bit last Friday and has only gotten worse since then. Help please.,Self-Service,,7/31/2023 8:49 AM,2,GEN_MAINT,6/30/2023 8:07:00 AM,Updated
07-05-2023,10:48 AM PDT,381347,Jamie Cassels Centre,2,A201C,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,07-05-2023 14:51,B201 to/from B201C (Upper Lobby to/from Balcony Seating) One of the left-side balcony doors is not working. The crash bar isn't doing anything (seems stuck). It is an an E-Exit door.,Self-Service,,8/16/2023 10:48 AM,1,GEN_MAINT,07-05-2023 14:51,Completed.
9/19/2023,3:16 PM PDT,387694,Jamie Cassels Centre,1,B148,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/20/2023 2:31 PM,Darcy broke our little compressor... The purge valve got snapped off and the nipple is truly stuck (will not tap out). Might someone be able to come by and drill out what remains & re-tap. We have a replacement valve. (1/4'' NTP)  ,Self-Service,,10/31/2023 3:16 PM,2.5,CUST_FUNDED,9/20/2023 2:31:00 PM,Updated
9/26/2023,10:09 AM PDT,388123,Jamie Cassels Centre,2,B201,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/26/2023 2:59 PM,"The door to/from B201/B201C on the east side will not open. It unlocks, but the vertical post does not move when the thumb piece (exterior) or crash bar (interior) is used. The door is an emergency exit for the balcony audience chamber. We have a sold out event in the venue this weekend.",Self-Service,,11-07-2023 10:09,1.25,GEN_MAINT,9/26/2023 2:59:00 PM,complete
10/17/2023,9:51 AM PDT,390448,Jamie Cassels Centre,1,B101F,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,12-07-2023 10:01,We have 3 bulbs burned out (in a group) under the balcony on the main floor that need to be replaced. Everything else seems good.,Self-Service,,11/28/2023 9:51 AM,1.5,GEN_MAINT,12-07-2023 10:01,Updated
10/21/2023,8:14 PM PDT,390776,Jamie Cassels Centre,_General,_General,Repair,Doors / Locks / Keys,Open,3- Routine,Carpentry,,Through recent events at the JCC it has been strongly suggested that door latch guards be installed on the two Choir Ramp Doors (Exterior to/from B201D) & the Stage Door (Exterior to/from B101R). Please install door latch guards on those doors.,Self-Service,,12-04-2023 07:30,0,CUST_FUNDED,,
12-06-2023,10:21 AM PST,397597,Jamie Cassels Centre,2,S2,Repair,Electrical,Open,3- Routine,Electrical,,There is a loud electrical hum that seems to be coming from the door closer at the top of the stairs going from the stage door to the second level (to B280).,Self-Service,,1/17/2024 10:21 AM,0,GEN_MAINT,,
4/19/2023,2:39 PM PDT,373688,Michael Williams Building,1,A127,Repair,Other,Closed,3- Routine,Plumbing,4/19/2023 3:48 PM,The dishwasher won't unlock after running a cycle. The latch seems to not release.,Self-Service,,5/31/2023 2:39 PM,1,GEN_MAINT,4/19/2023 3:26:00 PM,Work Completed
09-01-2023,10:56 AM PDT,385262,Michael Williams Building,1,120,Repair,Other,Closed,3- Routine,Carpentry,9/20/2023 3:21 PM,The electronic blinds in Boardroom 120...one is off the track and not going up. Could someone come fix it? There is an event in the room today from 12 - 1:30 p.m. and Tuesday Sept 5 the room is available 7:30 a.m. - 10:00 a.m. and then available Friday September 8 from 7:30 to 11:00 a.m.,Self-Service,,10/13/2023 10:56 AM,2,GEN_MAINT,09-12-2023 09:52,Updated
09-11-2023,8:34 AM PDT,386986,Michael Williams Building,1,120,Repair,Electrical,Closed,3- Routine,Electrical,09-11-2023 15:42,The electrical blinds in Boardroom 120 are not raising the blinds at the same level. Someone from Facilities came and put one of the blinds back on the track as it was jammed up. They suggested someone from electrical coming to look at the electric to see why the blinds are not being raised at the same level.,Self-Service,,10/23/2023 8:34 AM,2,GEN_MAINT,09-11-2023 15:42,Adjusted blinds to match each other in length and reset limit switches.
01-09-2023,2:26 PM PST,362655,Visual Arts Building,1,B106K,Repair,Electrical,Closed,3- Routine,Electrical,01-11-2023 09:33,All outlets in this room are not working. There hasn't been anything to set them off and they stopped working in January 2023. ,Self-Service,,2/20/2023 2:26 PM,1,GEN_MAINT,01-11-2023 09:33,Updated
1/23/2023,9:52 AM PST,364577,Visual Arts Building,1,A161,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10-12-2023 08:38,The exterior door leading to the sculpture yard will not close. Locked or not. This has been an ongoing issues for a couple of years but we used to be able to just keep trying and eventually it would close and now it will not. ,Self-Service,,03-06-2023 09:52,0.75,GEN_MAINT,10-12-2023 08:38,Status has been changed to ''Closed''.
02-02-2023,1:07 PM PST,366311,Visual Arts Building,2,A248,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,02-03-2023 14:19,Can someone please replace the door stop for this room? The stop continues to drop down and then drags so the door will not stay propped open,Self-Service,,3/16/2023 1:07 PM,1,GEN_MAINT,02-03-2023 14:19,Status has been changed to ''Closed''.
02-09-2023,12:50 PM PST,367038,Visual Arts Building,2,A204,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,02-10-2023 08:46,First toilet in womens washroom (non wheelchair accessible stall). When flushing toilet stalls out and then makes a big bang. ,Self-Service,,3/23/2023 12:50 PM,1.5,GEN_MAINT,02-10-2023 08:46,Updated
03-08-2023,9:58 AM PST,370119,Visual Arts Building,2,A244,Repair,Doors / Locks / Keys,Open,3- Routine,Electrical,,The emergency exit alarm control system  in our main office was beeping all morning and could not be reset- this is not our emergency exit alarm that sounds throughout the building. ,Self-Service,,4/19/2023 9:58 AM,0,GEN_MAINT,,
6/16/2023,9:26 AM PDT,379575,Visual Arts Building,1,B117,Repair,Electrical,Closed,3- Routine,Electrical,6/21/2023 2:10 PM,Please disconnect old mitre saw and connect new mitre saw to power lockout.   Please disconnect old panel saw and connect new panel saw.  Please add the outlet that the rolling mitre saw is using to the power lockout system.  I have already spoken to Jeff Woods about which saws and location.,Self-Service,,7/28/2023 9:26 AM,2.5,CUST_FUNDED,6/21/2023 2:10:00 PM,Updated
7/31/2023,11:22 AM PDT,382447,Visual Arts Building,1,A102,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,8/21/2023 7:23 AM,Leaking hose bib. It is dripping consistently. It is tucked behind the cubby wall in room A102 outside of room A102G.,Self-Service,,09-11-2023 11:22,1.5,GEN_MAINT,8/21/2023 7:23:00 AM,Done
8/31/2023,11:16 AM PDT,385180,Visual Arts Building,1,_General,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Buildings,10/30/2023 1:29 PM,"Weird sounds coming from what appears to be the ventilation in rooms A107, A134 and A220. ",Self-Service,,10-12-2023 11:16,2,GEN_MAINT,9/22/2023 2:55:00 PM,Alex found 3 air leaks in ceiling.
8/31/2023,11:17 AM PDT,385182,Visual Arts Building,1,A127,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 07:12,This bathroom smells like sewage,Self-Service,,10-12-2023 11:17,0.5,GEN_MAINT,8/31/2023 3:19:00 PM,Updated
8/31/2023,11:19 AM PDT,385183,Visual Arts Building,1,A130A,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 07:12,leak coming from large stainless sink. It doesn't appear to be coming from the faucet and has had to be cleaned up a few times this year. ,Self-Service,,10-12-2023 11:19,0.5,GEN_MAINT,8/31/2023 3:20:00 PM,Updated
09-01-2023,12:15 PM PDT,385281,Visual Arts Building,1,_General,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Electrical,09-06-2023 08:58,"Valve Leaking Air    Parent     Mechanical 385180  Weird sounds coming from what appears to be the ventilation in rooms A107, A134 and A220.     Electrical   to move  a light fixture that is in the way of us reaching a control valve that is leaking air  See Bob for questions",Self-Service,,10/13/2023 12:15 PM,1,GEN_MAINT,09-06-2023 08:58,Updated
09-01-2023,12:16 PM PDT,385282,Visual Arts Building,1,_General,Repair,"Heating, Ventilation, Air Conditioning",Open,3- Routine,ADMIN,,"Valve Leaking Air    Parent     Mechanical 385180  Weird sounds coming from what appears to be the ventilation in rooms A107, A134 and A220.     Electrical 385281  to move  a light fixture that is in the way of us reaching a control valve that is leaking air  See Bob for questions",Self-Service,,10/13/2023 12:16 PM,0,GEN_MAINT,,
9/14/2023,2:19 PM PDT,387361,Visual Arts Building,1,B106,Repair,Electrical,Closed,3- Routine,Electrical,9/15/2023 9:51 AM,"Hello, we have a blown breaker in our Graduate Student lounge/kitchen area that needs reset.   Thank you so much!",Self-Service,,10/26/2023 2:19 PM,1,GEN_MAINT,9/15/2023 9:51:00 AM,Updated
10-11-2023,10:39 AM PDT,389977,Visual Arts Building,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10/13/2023 1:51 PM,"Hello,  We need the lock replace on the gate to our sculpture yard. Thank you so much!",Self-Service,,11/22/2023 10:39 AM,2,GEN_MAINT,10/13/2023 1:50:00 PM,work complete.    clerical error from a few years ago on our end.
10/19/2023,2:48 PM PDT,390684,Visual Arts Building,_General,_General,Repair,Electrical,Closed,3- Routine,Electrical,10/20/2023 8:50 AM,Reset emergency exit alarm,Self-Service,,11/30/2023 2:48 PM,1,GEN_MAINT,10/20/2023 8:50:00 AM,Updated
10/19/2023,2:50 PM PDT,390685,Visual Arts Building,1,A142,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10/20/2023 10:50 AM,Door lock is stick and seems to be loose. Keys are getting jammed and so the key has to be lifted up and twisted ,Self-Service,,11/30/2023 2:50 PM,0,GEN_MAINT,10/20/2023 10:50:00 AM,DUPLICATE REQUEST. REPAIRED YESTERDAY.
11-02-2023,9:52 AM PDT,392387,Visual Arts Building,1,B105,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,11-02-2023 10:29,Big leak coming out of mechanical room and spilling into our corridor. ,Self-Service,,12/14/2023 9:52 AM,0,GEN_MAINT,11-02-2023 10:29,Status has been changed to ''Closed''.
11-02-2023,11:28 AM PDT,392408,Visual Arts Building,2,A248,Repair,"Heating, Ventilation, Air Conditioning",Open,2 - High,Mechanical - Controls,,"Really loud hum coming from the ceiling. This is a seminar room that is used to teach and host presentations, auditory distractions are very impactful.",Self-Service,,11-06-2023 11:28,0,GEN_MAINT,,
11-06-2023,4:23 PM PST,392651,Visual Arts Building,1,A102F,Repair,Electrical,Closed,3- Routine,Electrical,11-08-2023 09:28,Consistent beeping noise coming from the ceiling. Can this sound/ alarm be turned off ASAP please.  ,Self-Service,,12/19/2023 7:30 AM,1,GEN_MAINT,11-08-2023 09:28,Updated
11/20/2023,11:47 AM PST,393904,Visual Arts Building,1,A127,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,11/20/2023 2:41 PM,last toilet in the women's washroom will not stop flushing. It is spraying a lot of water.,Self-Service,,01-01-2024 11:47,1,GEN_MAINT,11/20/2023 2:41:00 PM,Updated
12-01-2023,11:32 AM PST,395510,Visual Arts Building,1,A162,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,12-01-2023 13:41,Settling tank under sink overflowed.  ,Self-Service,,01-12-2024 11:32,2,GEN_MAINT,12-01-2023 13:41,Updated
12/13/2023,11:39 AM PST,397979,Visual Arts Building,_General,_General,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,12/14/2023 2:29 PM,Could we please have our settling tanks emptied? We have noticed a lingering smell in our B wing and the tank in our painting studio recently overflowed. ,Self-Service,,1/24/2024 11:39 AM,5.75,GEN_MAINT,12/14/2023 2:29:00 PM,Updated
1/26/2023,9:38 AM PST,364943,Michael Williams Building,2,A259,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,1/26/2023 10:31 AM,Two of the overhead lights in Michele Parkin's office aren't working anymore.,Self-Service,,03-09-2023 09:38,0,GEN_MAINT,1/26/2023 10:31:00 AM,Updated
5/15/2023,2:38 PM PDT,376197,Michael Williams Building,2,B286,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,11/15/2023 10:52 AM,Tiles on the washroom floor are coming loose. The grout is popping out and the tiles are shifting around in front of the first/second stall.,Self-Service,,6/26/2023 2:38 PM,0.52,GEN_MAINT,08-03-2023 11:35,Work Completed
06-02-2023,8:34 AM PDT,378811,Michael Williams Building,2,A231,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,06-05-2023 11:32,the kitchen sink is slow draining again. Backs up a lot when the dishwasher is running.,Self-Service,,7/14/2023 8:34 AM,0.5,GEN_MAINT,06-02-2023 15:00,Work Completed
